,latitude,longitude,calldescription
1162730,42.393350445012004,-83.1290262836796,THREATS REPORT
198405,42.3661047507521,-83.16306837851971,BURGLARY OTHER
1856086,42.3369889123082,-83.05089456642891,TOWING DETAIL
707447,42.3839434004641,-83.1924100874836,VICIOUS ANIMAL
434990,42.423088979334395,-82.9425621196318,ONE DOWN OR OVER THE WHEEL
10549,42.3865009473801,-83.13954494398891,MISCELLANEOUS TRAFFIC
1331405,42.4401456188735,-83.08312407275349,SPECIAL ATTENTION
522703,42.4048830008551,-83.02996359079191,AUTO X UNK INJ / IMPAIRED
403604,42.42993071156629,-83.2242054475992,TOWING DETAIL
1843397,42.399831036674,-83.21612343597009,HANGUP CALLS
32347,42.4145432896118,-83.2769717110706,ONE DOWN OR OVER THE WHEEL
832198,42.3779199793914,-83.00772674273242,DISTURBANCE
882273,42.3289691577512,-83.2238787059348,SPECIAL ATTENTION
898431,42.4409763021535,-82.96569382053109,UNKNOWN PROBLEM
693499,42.404126260558705,-82.952196366602,TRAFFIC STOP
931136,42.3589301447476,-83.068339326279,BUILDING CHECK
2089,42.394437819258705,-83.1925864991347,INVESTIGATE PERSON
780344,42.383153526841895,-82.9662653524302,SPECIAL ATTENTION
94500,42.4054148081687,-82.9649941088303,FELONIOUS ASSAULT REPORT
502640,42.399861588636206,-83.1800986103768,UNKNOWN PROBLEM
1784361,42.42925156097861,-83.0964103121996,HANGUP CALLS
1312257,42.3431122343596,-83.23662231914258,FELONIOUS ASSAULT IP
72783,42.3547514803589,-83.06299871923221,SPECIAL ATTENTION / DETAIL
1614273,42.429127842598795,-83.2582964346036,AUTO X OR PED X - INJURIES
1597399,42.343767296947206,-83.05545746763529,LARCENY REPORT
731880,42.353617066180895,-83.1398112668145,UNKNOWN PROBLEM
1514490,42.3811420265317,-83.2661499999763,THREATS REPORT
200090,42.3702482896731,-82.9565088791363,SPECIAL ATTENTION
1379904,42.4286623850641,-83.0924737529773,VICIOUS ANIMAL
2392328,42.4384402245458,-83.1720843004647,UDAA REPORT
1137130,42.41772330624671,-83.0236478388631,TRAFFIC STOP
721782,42.4424026740422,-82.978046620385,TRAFFIC STOP
233298,42.4347680417526,-83.1806312346195,UDAA REPORT
1218397,42.425684597234294,-82.948912054951,MT EMS-TRO/ENTRY
1283930,42.428168043358795,-83.08634398898809,TRAFFIC STOP
258580,42.3957643555161,-83.0034929342598,TRAFFIC STOP
32935,42.439707435408,-82.9779704859537,HOLD UP ALARM AND MOW
605234,42.382029949057795,-83.1256797087579,TRAFFIC STOP
2102644,42.3537464978102,-83.0653799616363,AID MOTORIST MISC
1846822,42.3003668801043,-83.1115602131719,SPECIAL ATTENTION
204259,42.331432739024294,-83.0654814525234,BURGLARY BUSINESS IP
1324648,42.349611209324,-83.05234624399729,DISTURBANCE
1564863,42.3482845750058,-83.2071016008716,FELONIOUS ASSAULT IP
610860,42.418548323538,-83.07811269751691,BUS BOARDING
335482,42.394206678239705,-83.0045313052842,MENTAL VIOLENT NOT ARMED
1541139,42.414697639033,-83.0809608950002,TRAFFIC STOP
2062765,42.374064346595794,-82.98974595922971,SPECIAL ATTENTION
2348620,42.4234411023399,-83.1091269453198,HANGUP CALLS
302332,42.4120493763046,-83.27730226272841,INVESTIGATE PERSON
2206220,42.388540287387706,-83.2432705035173,RESIDENTIAL STRUCTURE FIRE
188494,42.3967832953188,-82.9551754150074,SPECIAL ATTENTION
1371532,42.3412215748651,-83.0968790419064,TRAFFIC STOP
469389,42.3003668801043,-83.1115602131719,TRAFFIC STOP
2419845,42.3358479206677,-83.0482109502228,TRAFFIC STOP
1559940,42.4314355515454,-83.1506881064172,MENTAL NOT VIOLENT
1674456,42.3843992164015,-82.9915380044809,TRAFFIC STOP
1623643,42.3583967583945,-82.99992259849209,LARCENY REPORT
1317408,42.3928811403835,-82.9660131837183,HARASSMENT REPORT
520717,42.386744444217896,-83.2162637585925,TRAFFIC STOP
1683891,42.4291584849241,-83.18395708600909,MENTAL VIOLENT NOT ARMED
14269,42.357845663688,-83.21691224846501,UNKNOWN PROBLEM
2213476,42.3261789607977,-83.1167526006687,DISTURBANCE
1616033,42.3218232059839,-83.0919287587283,SPECIAL ATTENTION
745890,42.38655924420979,-83.1244496611995,DISTURBANCE
849181,42.419945990825205,-83.0052072372156,SPECIAL ATTENTION
2235992,42.3356169072438,-83.03573177528091,UDAA REPORT
2374287,42.3338040102309,-83.0967191061601,MISCELLANEOUS TRAFFIC
546502,42.3756263168246,-82.9803450504754,DISTURBANCE
264307,42.3307134378989,-83.0474195082362,AUTO X HIT& RUN UNK INJURIES
800992,42.4201182254251,-82.97441813815409,SPECIAL ATTENTION
1724954,42.42476747539779,-82.9605004547136,TRAFFIC STOP
999829,42.265635628258295,-83.1612605346157,TRAFFIC STOP
2094098,42.418475201576705,-83.1141880121897,LARCENY I/P OR J/H
2165257,42.3395354813975,-83.0683372247059,HANGUP CALLS
2115810,42.4022675380091,-83.16833578552041,DISTURBANCE
1412741,42.3311200947336,-83.12034210993241,BUS BOARDING
81695,42.426233264020794,-82.9798572436422,UNKNOWN PROBLEM
1103213,42.4472093899806,-82.96598270120421,ONE DOWN OR OVER THE WHEEL
2073522,42.407702053501204,-83.2474395018129,TRAFFIC STOP
1445192,42.3864226455528,-83.1416940682158,PARKING COMPLAINT
192808,42.3003668801043,-83.1115602131719,FELONIOUS ASSAULT IP
1015077,42.378830979632795,-83.0146926053276,INVESTIGATE PERSON
2244700,42.33409731678329,-83.048750191198,INVESTIGATE PERSON
1800590,42.3494345842714,-83.0629182842103,SAFEWALK
1662471,42.4316073785175,-83.2291671905163,FELONIOUS ASSAULT IP
1573149,42.4039061081531,-82.98075512508879,INVESTIGATE PERSON
2180793,42.3431341843339,-83.2353914754009,MISCELLANEOUS TRAFFIC
2251071,42.3329597348623,-83.1201743456122,VERIFIED ALR / PERSON W/O CODE
1618932,42.3316609643018,-83.04825352821159,DISTURBANCE
2417853,42.3563063303889,-83.1106792220146,SPECIAL ATTENTION
6458,42.4264251322342,-83.141139460362,DISTURBANCE
1086088,42.345655394626604,-83.0607629654656,INVESTIGATE PERSON
787525,42.3003668801043,-83.1115602131719,LARCENY REPORT
1145492,42.2728935249549,-83.15387197260999,ONE DOWN OR OVER THE WHEEL
401585,42.3516772560925,-83.060752603117,SPECIAL ATTENTION
1629919,42.3666953434632,-83.08258431141421,HOLDING PERSON
747485,42.3160473261682,-83.1283647367109,BURGLARY RESIDENCE REPORT
1170039,42.4087445999915,-83.0769288593232,TRAFFIC STOP
804375,42.3458154241246,-83.06964464615079,TOWING DETAIL
238590,42.4325377138779,-83.0083172534117,AUTO X UNK INJ / IMPAIRED
16244,42.4172667746768,-82.9538443150092,AUTO X REPORT
773850,42.2638247970997,-83.16811415567621,SPECIAL ATTENTION
2438833,42.4448596895845,-83.0881767723581,PANIC / DURESS ALARM
2407612,42.38706056398421,-83.19817476286671,SPECIAL ATTENTION
313516,42.4466646517916,-83.0833430225539,TRAFFIC STOP
2012315,42.38374202910779,-83.08235992359421,DISTURBANCE
620606,42.3659766347712,-83.1287095391528,MALICIOUS DESTRUCTION RPT
1321888,42.3922079227223,-82.9945058154055,INVESTIGATE PERSON
14226,42.4154438051195,-82.94944237305221,SHOTS FIRED IP
1742878,42.406342844176294,-82.9965707222268,SUICIDE THREAT
977632,42.3003668801043,-83.1115602131719,TRAFFIC STOP
2407574,42.4153014510601,-83.2317374867673,TRAFFIC STOP
443352,42.3311553917846,-83.1273772474318,UNKNOWN PROBLEM
1864588,42.418475201576705,-83.1141880121897,SPECIAL ATTENTION
1595240,42.442278075288,-82.9829513565259,TRAFFIC STOP
575920,42.3590060848226,-83.1579718697085,BREAKING AND ENTERING AUTO I/P
2218786,42.3003668801043,-83.1115602131719,SPECIAL ATTENTION
1490858,42.433118061455396,-83.16429012321791,MALICIOUS DESTRUCTION RPT
1538972,42.43514091739421,-82.97528482128979,TRAFFIC STOP
1701119,42.4329256538766,-83.0749991594828,SPECIAL ATTENTION
2378201,42.429127842598795,-83.2582964346036,TRAFFIC STOP
1954780,42.3651591743738,-83.0699511421502,SPECIAL ATTENTION
2005341,42.3846226699711,-83.1784172850282,VEHICLE FIRE
923846,42.4297302671045,-83.23336520444451,TRAFFIC STOP
2432000,42.4033986871205,-83.2249831910016,SPECIAL ATTENTION
2368016,42.3595647891735,-83.22015553146859,HANGUP CALLS
2138766,42.415584610124895,-83.2177632105902,WNTD WRRNT FELONY
552717,42.3840693580047,-82.964216152718,FELONIOUS ASSAULT JH
670351,42.40223758838779,-83.1694061664237,TRAFFIC STOP
301954,42.386373737186105,-83.1427850813365,AUTO X OR PED X - INJURIES
1183881,42.3673609316104,-83.13770129422551,TRAFFIC STOP
2322941,42.3546002828208,-83.0714114281717,ADMIT OR E/E
23045,42.43430883346571,-83.00959216877641,MISCELLANEOUS TRAFFIC
2027188,42.3560100379708,-83.2166965808283,TRAFFIC STOP
387902,42.440783576389606,-83.2200669725844,TRAFFIC STOP
2006895,42.3495647533509,-82.9977373134968,ONE DOWN/DRUG OD
904720,42.3287780906881,-83.1530842493538,UNKNOWN PROBLEM
108061,42.384296510530895,-83.0110801179698,INVESTIGATE PERSON
1661564,42.378455204808795,-83.0694307198829,BURGLARY OTHER
273787,42.3948964222633,-83.019843857197,AUTO X UNK INJ / IMPAIRED
1088273,42.2991546878444,-83.13328623762641,DISTURBANCE
1777333,42.418406526104995,-83.06862970510879,RAID - EXECUTE SEARCH WARRANT
120668,42.433981453804606,-83.2032838893232,LARCENY REPORT
1541447,42.3003668801043,-83.1115602131719,HOLD UP ALARM AND MOW
970877,42.414697804004895,-82.9393642543448,TRAFFIC STOP
1495734,42.35610477241,-83.0133512629061,ASSAULT AND BATTERY REPORT
1028716,42.3317334141814,-83.04350031201649,ONE DOWN OR OVER THE WHEEL
256712,42.368672940694,-83.13880653803079,SPECIAL ATTENTION
953765,42.3586693363689,-83.0598457771558,TRAFFIC STOP
1819373,42.4061148926275,-82.9990546215712,BUS BOARDING
1353166,42.4445581382354,-83.1027737071798,TRAFFIC STOP
1286951,42.3003668801043,-83.1115602131719,TRAFFIC STOP
837800,42.4350856409343,-82.9777003501481,SPECIAL ATTENTION
726004,42.4239360419461,-82.9516188256607,BURGLARY OTHER
725247,42.3727564969671,-83.1585384592096,SPECIAL ATTENTION
2036087,42.4261129995664,-82.9499600579809,HANGUP CALLS
1761510,42.3399888530081,-83.05925827303709,TRAFFIC STOP
913901,42.4448811679059,-83.08698907233091,MENTAL NOT VIOLENT
2309763,42.4040803180078,-83.168424525181,DISTURBANCE
858179,42.3537650236339,-83.07401334654341,SPECIAL ATTENTION
455535,42.4019905927553,-82.9352980424531,ASSAULT AND BATTERY
2129068,42.4454705837784,-83.1823068666159,HANGUP CALLS
651408,42.3742492915952,-83.1526427129425,SPECIAL ATTENTION
642157,42.4306525801162,-83.1923607728393,AUTO OR PED H&R REPORT
982618,42.4231930870288,-83.0412126452649,ASSIST PERSONNEL
492337,42.330004210369104,-83.1474866454268,INVESTIGATE PERSON
919036,42.375976644177896,-83.012619295254,DISTURBANCE
804639,42.4189035458248,-83.2270658411087,EXTORTION JH OR REPORT
2320702,42.4359677783579,-82.97711851153001,SPECIAL ATTENTION
40176,42.3588465743115,-83.11780739799741,BURGLARY OCCUPIED RESD I/P
641441,42.3791532472324,-82.9785756762597,TRAFFIC STOP
1920781,42.409736713467005,-82.94601361973491,TRAFFIC STOP
2449298,42.3473893231188,-83.057881037435,BUS BOARDING
698331,42.3003668801043,-83.1115602131719,SPECIAL ATTENTION
1351588,42.3553291328169,-83.0302024469719,TRAFFIC STOP
218767,42.3386360678451,-83.064408922621,DISTURBANCE
1383647,42.387033137209,-83.1991935613467,BREAKING AND ENTERING AUTO I/P
1679470,42.4157711597442,-83.2090380859302,SPECIAL ATTENTION
677236,42.3555511687091,-83.0544546967548,AUTO X UNK INJ / IMPAIRED
1634059,42.434166041123,-83.0146011325231,BUS BOARDING
986979,42.4320804324323,-83.2399119351213,DISTURBANCE
1987025,42.397187807866004,-83.0066842108938,INVESTIGATE PERSON
746341,42.396398859030704,-83.2076201481496,FELONIOUS ASSAULT IP
1729938,42.3448937240491,-83.0629772680331,SPECIAL ATTENTION
2436385,42.4105281933849,-82.9596182668071,TRAFFIC STOP
497656,42.3316609643018,-83.04825352821159,INVESTIGATE PERSON
2105165,42.3864593836456,-83.0254332681845,UDAA REPORT
81812,42.4209434331914,-83.1765278011731,AUTO X UNK INJ / IMPAIRED
2331460,42.375936482777,-83.06774262749471,INVESTIGATE PERSON
777285,42.3996647125543,-83.2102522140659,HARASSMENT REPORT
2423251,42.3448937240491,-83.0629772680331,SPECIAL ATTENTION
1580307,42.4374946431444,-83.2065693454999,FELONIOUS ASSAULT IP
685035,42.3746837218583,-83.202431296234,DISTURBANCE
27209,42.320914260889104,-83.0912806211538,SHOTS FIRED IP
699400,42.4382017646688,-82.9999386502607,WNTD WRRNT FELONY
282520,42.368565950095004,-83.0740582906405,SPECIAL ATTENTION
2340174,42.3618216332987,-83.1559755143995,ASSAULT AND BATTERY IP-JH
1790882,42.309480483078396,-83.12580962212691,FELONIOUS ASSAULT IP
1326777,42.3884264371092,-83.12998119284251,INVESTIGATE AUTO
1329709,42.4165399648391,-83.1846894241032,DISTURBANCE
2382108,42.4349936787248,-83.0960425950549,WNTD WRRNT FELONY
2378902,42.4300355956528,-83.218897497664,SPECIAL ATTENTION
1515445,42.3802039384025,-83.1167803994468,DV PRS WITH A WEAP I/P-J/H
900673,42.377348074478,-83.1781557500453,TRAFFIC STOP
1734552,42.381180676125105,-83.1394252986902,SPECIAL ATTENTION
2099024,42.414810642244504,-82.964780821682,ONE DOWN/DRUG OD
376964,42.367856684572,-83.19736857733409,TRAFFIC STOP
2265667,42.389050147853396,-83.21996535944359,DISTURBANCE
391165,42.3810255524133,-82.96355014071979,DISTURBANCE
686940,42.4000672278019,-83.2167123931115,DISTURBANCE
234947,42.3952469762076,-83.1160439874489,AUTO X UNK INJ / IMPAIRED
412890,42.3660063078569,-83.1679326053964,SCHOOL CROSSING
1857683,42.338893919661295,-83.030746344922,SPECIAL ATTENTION
676143,42.3721647470925,-83.2216702332534,DISTURBANCE
1857277,42.378139904008,-83.06327667869779,AUTO X UNK INJ / IMPAIRED
66759,42.3651591743738,-83.0699511421502,TRAFFIC STOP
2430579,42.3648266754969,-83.23000230967949,SPECIAL ATTENTION
1303601,42.414403949019295,-83.18399887329241,RECOVERED / FOUND PROPERTY
1144376,42.352298246277996,-83.07006249120641,BUILDING CHECK
480510,42.405450708720004,-83.1890783323146,TRAFFIC STOP
1017595,42.3559219484845,-83.0666204753357,BUILDING CHECK
521315,42.444069709024205,-82.9830246613224,DISTURBANCE
2306113,42.4226558047126,-83.04274073603891,TRAFFIC STOP
2016826,42.3557423394416,-83.07519567538459,HANGUP CALLS
1057323,42.4327855248825,-83.0865579279385,SPECIAL ATTENTION
786263,42.329124735315,-83.13623718042841,RUBBISH LITTERING I/P
1361929,42.36270298166429,-82.9957777882564,TRAFFIC STOP
1331677,42.427413176308896,-82.9531412097903,TRAFFIC STOP
764044,42.3265896799767,-83.12421798949559,TOWING DETAIL
715796,42.373524763549106,-83.0642790005293,SPECIAL ATTENTION
2192781,42.337414034577606,-83.02459115117242,TRAFFIC STOP
1541748,42.3798377365827,-83.10185975909779,TRAFFIC STOP
1889987,42.4365088086955,-83.177449188717,HANGUP CALLS
541912,42.3003668801043,-83.1115602131719,BUS BOARDING
124754,42.3715895443511,-82.9736290133369,TRAFFIC STOP
1902100,42.350446595952896,-83.228368886584,TRAFFIC STOP
827546,42.3537650236339,-83.07401334654341,SPECIAL ATTENTION
2026106,42.421067563923295,-83.2146974574879,DEAD PERSON OBSERVED
1269471,42.445352030334504,-83.1304103446904,PARKING COMPLAINT
557912,42.4292665420284,-83.2520769799832,MALICIOUS DESTRUCTION RPT
600774,42.4003947083971,-83.1412378715948,UNKNOWN PROBLEM
32736,42.4344344686079,-83.00469670113071,BURGLARY BUSINESS IP
452330,42.348686567810205,-83.13728747868241,TOWING DETAIL
44451,42.3003668801043,-83.1115602131719,ALARM UNKNOWN CAUSE
591198,42.3863407185925,-83.2332452319272,UNKNOWN PROBLEM
2273416,42.352102279691294,-83.07873274123759,TRAFFIC STOP
1292109,42.433026381077795,-83.24532022253649,UNKNOWN PROBLEM
2329237,42.3921316014501,-82.9566731561376,TRAFFIC STOP
1293853,42.3939742789454,-83.20161528732291,DISTURBANCE
1288989,42.3761482842248,-83.13899171580042,LARCENY REPORT
1627775,42.3555511687091,-83.0544546967548,SPECIAL ATTENTION
825302,42.409771042168,-83.2408360863442,SPECIAL ATTENTION
354411,42.344646627025206,-83.1303857708886,MISCELLANEOUS TRAFFIC
89615,42.429450336553295,-83.170636495765,DISTURBANCE
2222956,42.3799505621483,-83.2038522956392,TOWING DETAIL
756382,42.4315009713876,-83.1469712507095,MALICIOUS DESTRUCTION RPT
1641416,42.3003668801043,-83.1115602131719,UDAA REPORT
659810,42.343096122609204,-83.0684478172774,TRAFFIC STOP
1059269,42.3301454223258,-83.05655350162371,RECOVERED / FOUND PROPERTY
105489,42.4432429510994,-83.2588558334966,FRAUD REPORT
1223675,42.385818855669605,-83.2760666696104,DISTURBANCE
760166,42.404878001280295,-83.2105359747182,SQUATTER DISTURBANCE
2375,42.3603566675023,-83.1316690112432,PERSON WITH WEAPON
1510137,42.3719008360785,-83.081915579961,SPECIAL ATTENTION
1999463,42.427974651592706,-83.0387116144312,SPECIAL ATTENTION
1725135,42.3919003183462,-83.087852599634,INVESTIGATE PERSON
961560,42.343368392502,-83.2165396299326,AUTO X UNK INJ / IMPAIRED
2230167,42.3145125827316,-83.1256685669277,AUTO X OR PED X - INJURIES
407565,42.384429796731794,-83.21614950694,ASSAULT AND BATTERY
1666451,42.4073982441763,-82.98638875739691,UNKNOWN PROBLEM
1419901,42.3471770554148,-83.14392873467901,RAPE REPORT
1740766,42.402673688934,-83.1401260124311,SPECIAL ATTENTION
109679,42.3318474690031,-83.0420155482363,INVESTIGATE PERSON
1826300,42.4005149399748,-82.9621090439357,DISTURBANCE
390859,42.3475309702674,-83.0579759031601,TRAFFIC STOP
2361588,42.40067774269271,-83.2374293473293,TRAFFIC STOP
931152,42.3395670050862,-83.079663671917,TRAFFIC STOP
623292,42.3647341471064,-83.234826104625,MALICIOUS DESTRUCTION I/P
2005617,42.389439619906895,-83.00637799869808,TRAFFIC STOP
807514,42.4090836636117,-83.2391262579097,UDAA REPORT
117448,42.393026787431296,-83.1220348777176,TRAFFIC STOP
1112804,42.355941702164394,-83.088926802656,BURGLARY OCCUPANT AWAY I/P
1869987,42.3620515784054,-83.0509051657895,BUS BOARDING
813966,42.3669903956109,-82.9706158435383,TRAFFIC STOP
1595375,42.399687323399206,-83.18651525434629,TRAFFIC STOP
1617527,42.4226234233461,-83.2271882817071,FELONIOUS ASSAULT IP
812678,42.373264289011004,-82.9849169767577,INVESTIGATE PERSON
2186325,42.3003668801043,-83.1115602131719,INVESTIGATE AUTO
2309945,42.3772345040775,-83.0233206823678,BURGLARY RESIDENCE REPORT
474451,42.358554877319705,-83.1775000125643,ASSAULT AND BATTERY
1777423,42.3112626286822,-83.0926103866272,TRAFFIC STOP
1159963,42.3735232222733,-83.1018397924201,BURGLARY OTHER
329078,42.3669864709849,-83.0061105021773,BUS BOARDING
976660,42.3725927891856,-83.1964520935905,INFORMATION/NON-CRIMINAL RPT
1791846,42.4159523881729,-83.2007574169528,HANGUP CALLS
661414,42.300833103718205,-83.1193167906598,AUTO X OR PED X - INJURIES
2324747,42.3864485863828,-83.22842993018621,HANGUP CALLS
284902,42.3858970996892,-83.1665026671466,UNKNOWN PROBLEM
1993444,42.331128716696895,-83.06678914130059,HANGUP CALLS
224747,42.354355943552704,-83.2066186103834,UNKNOWN PROBLEM
1131547,42.3003668801043,-83.1115602131719,TRAFFIC STOP
997472,42.358927554449394,-83.1567698223671,SHOOTING/CUTTING/PENT WOUND
1483514,42.3413242318466,-83.0246743815078,SPECIAL ATTENTION
542269,42.3003668801043,-83.1115602131719,LARCENY REPORT
2172204,42.3433566341156,-83.2183746036119,TRAFFIC STOP
1293737,42.404515644984,-82.9880189403453,UNKNOWN PROBLEM
2430356,42.3852589551055,-83.1799740977505,SPECIAL ATTENTION
324048,42.3556194804823,-83.0542653381335,SPECIAL ATTENTION
1939887,42.4038707628255,-83.2668428572328,TRAFFIC STOP
1501197,42.3551958959761,-83.06887329574941,SPECIAL ATTENTION
496498,42.4012376242914,-83.00859891206571,DISTURBANCE
1906320,42.3433850202795,-83.2157197077387,ARSON I/P
1027113,42.3706634511837,-82.9971067487762,NARCOTICS I/P
1700151,42.362132153316395,-83.0678057133952,BUS BOARDING
60396,42.3347772108894,-83.1425637447415,AUTO X UNK INJ / IMPAIRED
44672,42.4363632397738,-83.2585765113237,DISTURBANCE
1489867,42.3797964386111,-82.9450265925594,LARCENY I/P OR J/H
813087,42.3873630642153,-83.1884652089006,TRAFFIC STOP
2048723,42.426120081809,-83.052005109707,PEACE OFFICER DETAIL
1054692,42.4291529099034,-83.26416925561979,LARCENY REPORT
2068505,42.336118175101596,-83.136969558667,KIDNAPPING
708620,42.444711123207604,-83.2026036912735,MENTAL VIOLENT NOT ARMED
2347637,42.3968944479232,-83.0743858644722,HANGUP CALLS
762331,42.41547245945271,-82.95439082078241,UNKNOWN PROBLEM
330365,42.4381539210949,-83.0156891792463,BURGLARY OTHER REPORT
1213619,42.4404644716472,-83.23318798676151,PERSON WITH WEAPON
1328717,42.3507112042135,-83.2095353669218,TRAFFIC STOP
1925108,42.334698884990395,-83.04564028215759,ONE DOWN/DRUG OD
252441,42.328355626528,-83.1462570532004,ASSAULT AND BATTERY
372527,42.354674052549704,-83.0711770612334,TRAFFIC STOP
96548,42.3003668801043,-83.1115602131719,TRAFFIC STOP
1806170,42.3112626286822,-83.0926103866272,BREAKING & ENTERING AUTO RPT
1417825,42.4207833362034,-82.96504022028451,THREATS REPORT
2339565,42.404332644914795,-83.1597795444083,HANGUP CALLS
1349796,42.423017901182796,-83.2071415575224,INVESTIGATE PERSON
1690315,42.3587419001585,-83.1677315257825,INVESTIGATE PERSON
685243,42.3311052687205,-83.13328847525821,SPECIAL ATTENTION
740289,42.4085843561939,-82.9951027292375,LOST PROPERTY
1971825,42.446510329411396,-83.1250331760027,AUTO X UNK INJ / IMPAIRED
327081,42.445008771236,-83.0789709087325,SHOTS FIRED IP
1190034,42.367413497391,-83.1011368231703,DISTURBANCE
603557,42.34514363857,-83.0375129099089,BUS BOARDING
2192704,42.419085319226,-83.218658237826,HANGUP CALLS
702942,42.3501310668105,-83.2466445204538,FELONIOUS ASSAULT IP
1109887,42.3339874303481,-83.04483899928559,TRAFFIC STOP
1228753,42.4016728183436,-83.1938313966078,MALICIOUS DESTRUCTION I/P
1504919,42.4033986871205,-83.2249831910016,SPECIAL ATTENTION
1727222,42.3568647337721,-83.1095631388732,SPECIAL ATTENTION
456946,42.33474712038,-83.0307792050187,RECOVER AUTO
1415825,42.384913621493396,-83.0708365313473,DISTURBANCE
2057551,42.428999048236705,-83.0056337440536,TRAFFIC STOP
933227,42.4295737670373,-83.06076705015059,DISTURBANCE
1941360,42.351844294909704,-83.1516398314588,WELL BEING CHECK
1060439,42.393091458399205,-83.2564239447567,TRAFFIC STOP
1846524,42.414403949019295,-83.18399887329241,SHOTS FIRED IP
1536088,42.3641892103791,-83.0713424164462,LOST PROPERTY
1803938,42.3556955952752,-83.0607781892313,TRAFFIC STOP
1373431,42.27096281983071,-83.1554883370879,INVESTIGATE PERSON
418551,42.3003668801043,-83.1115602131719,DISTURBANCE
235325,42.3955206302321,-82.95320519140941,TRAFFIC STOP
500302,42.34835023145379,-83.202635643545,DISTURBANCE
529285,42.394114864521,-83.2071259175795,ARSON I/P
2441452,42.4164887986701,-83.188432509532,TRAFFIC STOP
753799,42.4313683449195,-82.9555493672888,UNKNOWN PROBLEM
161827,42.3003668801043,-83.1115602131719,DISTURBANCE
2025641,42.3555511687091,-83.0544546967548,BUILDING CHECK
2437053,42.4147688863388,-83.256252090777,DISTURBANCE
1031449,42.356089167861,-83.066716177294,THREATS REPORT
507348,42.4418742867355,-82.9584137838525,TRAFFIC STOP
423722,42.4076798503773,-83.24854939221021,ASSIST OTHER
2128717,42.3947277495662,-82.9385719747025,DISTURBANCE
2120487,42.4424618536245,-83.0856587027721,TRAFFIC STOP
1146920,42.3846226699711,-83.1784172850282,SPECIAL ATTENTION
384553,42.3693240044022,-83.080130303292,SPECIAL ATTENTION
14503,42.366078171795,-83.07241699056999,SPECIAL ATTENTION / DETAIL
531567,42.4303886691974,-83.2020529809602,UNKNOWN PROBLEM
2286818,42.3433566341156,-83.2183746036119,PARKING COMPLAINT
653500,42.44360736109179,-83.02703335292279,MALICIOUS DESTRUCTION I/P
2065044,42.3344221862187,-83.2253802497513,UNKNOWN PROBLEM
425960,42.4060272645342,-83.2315250676683,ASSAULT AND BATTERY
147893,42.4027866768671,-82.9500260407302,NOISE COMPLAINT
1863857,42.4027506347925,-83.1368033496985,MALICIOUS DESTRUCTION I/P
464873,42.4347647654353,-82.9924104122547,AUTO X UNK INJ / IMPAIRED
357899,42.3653733469084,-83.1972902746387,DISTURBANCE
1329540,42.310246775241296,-83.1301678044512,TRAFFIC STOP
1555330,42.4265381919186,-82.9509993843297,TRAFFIC STOP
1705831,42.4169175780213,-82.9335089929286,SHOTS FIRED IP
308913,42.403113329445404,-82.9653070139185,TOWING DETAIL
1749824,42.3295109655855,-83.0655324020434,DISTURBANCE
1391853,42.3702482896731,-82.9565088791363,SPECIAL ATTENTION
696682,42.3766861581298,-83.1586920409219,MALICIOUS DESTRUCTION I/P
2055913,42.3578815097585,-83.0732736528816,WELL BEING CHECK
1946689,42.4146707545469,-83.253855137023,INFORMATION/NON-CRIMINAL RPT
1553219,42.3328753301929,-83.1070211994004,DISTURBANCE
405563,42.35538912460039,-83.1472995638572,UNKNOWN PROBLEM
1258457,42.4018259470376,-83.1889215093558,UNKNOWN PROBLEM
1190654,42.431026526310205,-83.02915774429759,UNKNOWN PROBLEM
1615331,42.338253461198896,-83.02265102994659,TRAFFIC STOP
911468,42.392391820251795,-83.121606733956,INVESTIGATE PERSON
2089086,42.41526459641371,-83.2339085694687,SPECIAL ATTENTION
1619381,42.375576877343,-82.9625397116382,TRAFFIC STOP
92490,42.415934092644896,-82.95550597854779,PERSON WITH WEAPON
2011695,42.4042411493748,-83.24072958127499,WNTD WRRNT MISDEMEANOR
431102,42.4193581726595,-82.926891480103,TOWING DETAIL
2312112,42.435234000951795,-83.0878239566492,SCRAP STRIP  BLDG  IP
975651,42.4306711507082,-83.26792935072329,FELONIOUS ASSAULT IP
1476515,42.3501179160761,-83.2473467141955,INVESTIGATE AUTO
1938920,42.392589345113,-83.0373849944314,LARCENY REPORT
75020,42.3494345842714,-83.0629182842103,TRAFFIC STOP
336596,42.4291529099034,-83.26416925561979,TOWING DETAIL
1316993,42.3464830285312,-83.0572741198695,SPECIAL ATTENTION
1522363,42.3732114957506,-83.169377809574,SPECIAL ATTENTION
1989368,42.385628701809296,-82.94888984531859,VERIFIED ALR / PERSON W/O CODE
1129713,42.3873703651433,-83.0810368434854,DISTURBANCE
279492,42.374300152159904,-83.22418851218059,DISTURBANCE
2402423,42.3364607975349,-83.1383682685063,SPECIAL ATTENTION
1121869,42.3003668801043,-83.1115602131719,SPECIAL ATTENTION
325451,42.4389170985661,-83.2223002457057,SUICIDE THREAT
558311,42.4365535187772,-82.9533554890564,THREATS REPORT
1763571,42.3249210999739,-83.1013171823186,UNKNOWN PROBLEM
785768,42.3097697367674,-83.0960425383037,TRAFFIC STOP
